loan_id,age,income_monthly,loan_amount,loan_tenure_m,interest_rate,existing_loans,credit_score,employment_type,education,residence_type,delinquency_30d,utilisation_pct,months_employed,loan_purpose,emi,foir_pct,ltv_proxy,default,employment_enc,education_enc,residence_enc,purpose_enc,log_income,log_loan,credit_band,high_foir,high_util,delinq_flag,tenure_risk,combined_risk,pd_score,credit_grade,predicted_default
LN001130,34,32087,21438,84,19.81,1,576,Salaried,Post-Graduate,Rented,5,3.4,65,Business,474,1.48,0.0557,0,2,1,2,0,10.376237407449889,9.972966972305931,3,0,0,1,1,2,23.7,B — Low Risk,0
LN001131,43,45222,43862,48,9.99,2,535,Salaried,Graduate,Family,0,47.8,217,Wedding,1112,2.46,0.0808,0,2,0,0,7,10.71936108595781,10.688826419085547,4,0,0,0,0,2,6.9,A — Very Low Risk,0
LN001132,38,25353,238244,72,11.48,1,785,Salaried,Graduate,Rented,0,23.4,138,Wedding,4594,18.12,0.7831,0,2,0,2,7,10.140691787498673,12.381054834937364,0,0,0,0,1,1,5.3,A — Very Low Risk,0
LN001133,48,16048,108819,60,17.08,4,472,Self-Employed,Graduate,Rented,5,3.0,288,Personal,2709,16.88,0.5651,0,3,0,2,5,9.683401821321157,11.597450420039916,4,0,0,1,0,4,67.1,E — Very High Risk,1
LN001134,24,30424,61003,60,24.68,3,432,Salaried,Graduate,Own,4,0.1,275,Vehicle,1779,5.85,0.1671,0,2,0,1,6,10.323019917855728,11.018694714776075,4,0,0,1,0,4,54.4,D — High Risk,1
LN001135,63,16538,110244,48,9.06,4,663,Self-Employed,Professional,Own,3,17.4,276,Personal,2747,16.61,0.5555,1,3,2,1,5,9.713476507257793,11.61046044080676,2,0,0,1,0,4,71.5,E — Very High Risk,1
LN001136,54,16701,288763,12,10.47,4,439,Freelancer,Graduate,Own,3,72.2,254,Debt Consolidation,25450,152.39,1.4408,0,1,0,1,1,9.723283751713176,12.573365024491274,4,1,0,1,0,5,70.3,E — Very High Risk,1
LN001137,40,25275,18180,60,8.61,4,570,Salaried,Graduate,Family,4,10.6,243,Personal,374,1.48,0.0599,1,2,0,0,5,10.137610607893345,9.808132371719273,3,0,0,1,0,4,81.2,E — Very High Risk,1
LN001138,63,36539,212555,84,19.46,0,580,Self-Employed,Professional,Rented,3,58.5,215,Medical,4651,12.73,0.4848,0,3,2,2,4,10.506162829931998,12.266960762040597,3,0,0,1,1,1,15.4,A — Very Low Risk,0
LN001139,54,47382,68885,36,18.18,0,320,Salaried,Under-Graduate,Rented,5,1.5,279,Debt Consolidation,2497,5.27,0.1212,1,2,3,2,1,10.766018793563921,11.140208243321867,4,0,0,1,0,1,73.8,E — Very High Risk,1
LN001140,31,71697,153952,84,25.05,0,540,Self-Employed,Post-Graduate,Own,4,76.7,196,Personal,3902,5.44,0.1789,1,3,1,1,5,11.180218132195877,11.944402640009159,4,0,0,1,1,1,26.9,B — Low Risk,0
LN001141,39,37671,370449,72,22.24,2,665,Salaried,Graduate,Rented,1,63.0,114,Debt Consolidation,9361,24.85,0.8195,0,2,0,2,1,10.536672391923391,12.822473761844803,2,0,0,1,1,3,10.3,A — Very Low Risk,0
LN001142,34,39379,110504,60,11.81,2,345,Salaried,Graduate,Rented,1,88.3,147,Vehicle,2448,6.22,0.2338,0,2,0,2,6,10.581013352193116,11.612816047785024,4,0,1,1,0,4,13.8,A — Very Low Risk,0
LN001143,25,16979,68099,48,23.09,4,357,Salaried,Professional,Own,5,67.2,73,Education,2186,12.87,0.3342,1,2,2,1,2,9.739791459865339,11.128732492137603,4,0,0,1,0,4,78.8,E — Very High Risk,1
LN001144,21,38880,99238,84,22.88,0,501,Freelancer,Graduate,Own,4,40.8,185,Debt Consolidation,2379,6.12,0.2127,1,1,0,1,1,10.568260978408226,11.505286361172946,4,0,0,1,1,1,43.3,C — Medium Risk,0
LN001145,45,21599,38333,60,24.91,2,681,Freelancer,Under-Graduate,Own,3,14.3,169,Debt Consolidation,1123,5.2,0.1479,0,1,3,1,1,9.980448593672257,10.554092509830399,2,0,0,1,0,3,22.5,B — Low Risk,0
LN001146,34,15535,47971,36,18.42,3,403,Salaried,Graduate,Rented,4,46.2,2,Vehicle,1744,11.23,0.2573,0,2,0,2,6,9.650915190531107,10.778372786351612,4,0,0,1,0,4,46.1,C — Medium Risk,0
LN001147,23,16317,252080,48,21.03,4,727,Freelancer,Graduate,Rented,1,0.6,24,Medical,7810,47.86,1.2874,0,1,0,2,4,9.700024071988745,12.437505743417892,1,0,0,1,0,4,24.5,B — Low Risk,0
LN001148,24,41911,55446,12,20.92,4,807,Business,Graduate,Rented,0,88.4,27,Medical,5161,12.31,0.1102,0,0,0,2,4,10.643327461088056,10.923182888519593,0,0,1,0,0,4,19.4,A — Very Low Risk,0
LN001149,36,112605,195115,84,26.86,3,340,Business,Graduate,Family,5,61.9,198,Debt Consolidation,5173,4.59,0.1444,1,0,0,0,1,11.631650279236109,12.181349532474668,4,0,0,1,1,4,81.1,E — Very High Risk,1
LN001150,63,28569,61915,36,9.46,4,390,Freelancer,Under-Graduate,Own,0,12.0,107,Medical,1982,6.94,0.1806,0,1,3,1,4,10.260112495224819,11.033533906693767,4,0,0,0,0,3,18.9,A — Very Low Risk,0
LN001151,62,28526,62687,24,26.42,3,778,Self-Employed,Graduate,Rented,3,26.5,42,Education,3391,11.89,0.1831,1,3,0,2,2,10.258606286207554,11.045925320744267,1,0,0,1,0,4,62.0,D — High Risk,1
LN001152,60,21088,335746,60,25.05,4,636,Salaried,Graduate,Own,4,24.1,19,Education,9864,46.78,1.3268,0,2,0,1,2,9.956506856511764,12.724113179125908,3,0,0,1,0,4,61.0,D — High Risk,1
LN001153,39,10542,110278,24,27.91,2,368,Salaried,Post-Graduate,Own,2,4.4,33,Business,6048,57.37,0.8717,1,2,1,1,0,9.26321741157695,11.610768797269271,4,1,0,1,0,4,75.1,E — Very High Risk,1
LN001154,21,52925,42596,72,17.15,3,815,Salaried,Graduate,Own,3,13.7,41,Home Improvement,951,1.8,0.0671,1,2,0,1,3,10.876649990486822,10.659539107242468,0,0,0,1,1,4,62.9,D — High Risk,1
LN001155,63,11096,125757,24,19.28,4,748,Salaried,Graduate,Rented,0,2.5,155,Education,6356,57.28,0.9445,0,2,0,2,2,9.314430080500564,11.742114704228687,1,1,0,0,0,4,17.2,A — Very Low Risk,0
LN001156,43,26481,61453,36,19.18,0,525,Salaried,Post-Graduate,Rented,1,87.2,54,Education,2258,8.53,0.1934,0,2,1,2,2,10.184220535899701,11.026044206447697,4,0,1,1,0,2,5.3,A — Very Low Risk,0
LN001157,27,45499,399419,48,10.87,3,821,Salaried,Graduate,Rented,4,10.6,202,Medical,10298,22.63,0.7316,1,2,0,2,4,10.725467604939041,12.897768773822804,0,0,0,1,0,4,76.4,E — Very High Risk,1
LN001158,23,36141,93199,12,27.24,4,646,Salaried,Graduate,Own,3,32.3,53,Medical,8960,24.79,0.2149,0,2,0,1,4,10.495210902958108,11.442503000673682,3,0,0,1,0,4,45.9,C — Medium Risk,0
LN001159,29,52385,165491,36,19.81,0,448,Self-Employed,Graduate,Rented,0,33.2,285,Medical,6134,11.71,0.2633,0,3,0,2,4,10.866394659038862,12.016678134262339,4,0,0,0,0,0,5.9,A — Very Low Risk,0
LN001160,31,24294,37300,36,27.38,1,706,Salaried,Graduate,Rented,3,71.9,273,Medical,1530,6.3,0.1279,0,2,0,2,4,10.098025846840004,10.526775414924009,2,0,0,1,0,2,14.0,A — Very Low Risk,0
LN001161,60,36755,10832,24,14.4,1,572,Freelancer,Post-Graduate,Own,1,90.9,278,Vehicle,522,1.42,0.0246,0,1,1,1,6,10.512056756620776,9.290352309945568,3,0,1,1,0,3,6.3,A — Very Low Risk,0
LN001162,49,14157,70176,12,22.7,4,423,Business,Graduate,Own,4,27.2,253,Business,6592,46.56,0.4131,0,0,0,1,0,9.558035114334135,11.158775901002087,4,0,0,1,0,4,62.3,D — High Risk,1
LN001163,35,29575,6959,12,13.01,3,754,Business,Graduate,Rented,0,12.0,68,Wedding,622,2.1,0.0196,0,0,0,2,7,10.294718500616467,8.847934753328465,1,0,0,0,0,3,10.1,A — Very Low Risk,0
LN001164,24,13361,22973,72,17.31,0,446,Business,Graduate,Own,0,12.7,271,Education,515,3.85,0.1433,0,0,0,1,2,9.500170136485423,10.04211842070535,4,0,0,0,1,0,10.3,A — Very Low Risk,0
LN001165,45,18551,91528,36,18.15,2,643,Business,Under-Graduate,Family,2,0.6,57,Home Improvement,3316,17.88,0.4112,0,0,3,0,3,9.828332878935367,11.424411140939485,3,0,0,1,0,3,32.3,B — Low Risk,0
LN001166,29,52600,176035,36,22.32,2,602,Freelancer,Graduate,Rented,4,30.8,270,Vehicle,6752,12.84,0.2789,0,1,0,2,6,10.87049040995193,12.078443798558265,3,0,0,1,0,3,55.7,D — High Risk,1
LN001167,42,14856,140741,72,12.11,1,602,Freelancer,Graduate,Own,2,85.4,19,Medical,2760,18.58,0.7895,0,1,0,1,4,9.606226413637353,11.854683706020678,3,0,1,1,1,3,16.0,A — Very Low Risk,0
LN001168,30,43497,51818,84,10.36,0,471,Freelancer,Under-Graduate,Family,1,52.9,146,Business,870,2.0,0.0993,0,1,3,0,0,10.680470239008306,10.855512156361394,4,0,0,1,1,1,8.2,A — Very Low Risk,0
LN001169,41,23544,631723,48,16.93,4,605,Salaried,Professional,Own,5,74.5,125,Debt Consolidation,18206,77.33,2.236,1,2,2,1,1,10.066668762677654,13.35620786888315,3,1,0,1,0,5,87.4,E — Very High Risk,1
LN001170,52,24815,84415,48,20.75,2,746,Self-Employed,Under-Graduate,Own,1,37.6,243,Home Improvement,2603,10.49,0.2835,0,3,3,1,3,10.11924388541632,11.343512236076986,1,0,0,1,0,3,14.2,A — Very Low Risk,0
LN001171,62,17255,41687,36,12.52,3,473,Salaried,Graduate,Rented,4,72.3,177,Debt Consolidation,1395,8.08,0.2013,1,2,0,2,1,9.755915188068993,10.637968596589051,4,0,0,1,0,4,58.5,D — High Risk,1
LN001172,43,19149,154834,72,25.31,3,630,Business,Professional,Rented,5,27.6,283,Business,4200,21.93,0.6738,1,0,2,2,0,9.860057994608791,11.950115312772635,3,0,0,1,1,4,79.2,E — Very High Risk,1
LN001173,48,19579,464609,24,10.71,1,839,Salaried,Graduate,Own,2,4.8,279,Vehicle,21592,110.28,1.9775,1,2,0,1,6,9.8822639160845,13.04895362297833,0,1,0,1,0,3,55.1,D — High Risk,1
LN001174,24,32339,20659,36,8.79,2,549,Self-Employed,Post-Graduate,Family,3,96.8,15,Business,655,2.03,0.0532,1,3,1,0,0,10.384060133131097,9.93595474267363,4,0,1,1,0,4,55.0,D — High Risk,1
LN001175,60,15383,42778,48,16.42,0,564,Self-Employed,Graduate,Rented,4,95.9,265,Personal,1222,7.94,0.2317,0,3,0,2,5,9.641083287268616,10.663802606954118,3,0,1,1,0,2,21.7,B — Low Risk,0
LN001176,21,12412,57169,84,23.57,4,315,Self-Employed,Post-Graduate,Rented,4,17.0,132,Education,1395,11.24,0.3838,1,3,1,2,2,9.426499589515949,10.953784564258017,4,0,0,1,1,4,74.5,E — Very High Risk,1
LN001177,31,15140,75967,12,25.12,2,413,Self-Employed,Post-Graduate,Own,1,57.7,86,Debt Consolidation,7225,47.72,0.4181,0,3,1,1,1,9.625161575008372,11.23806747796934,4,0,0,1,0,3,16.8,A — Very Low Risk,0
LN001178,51,13675,401658,84,26.0,1,529,Salaried,Under-Graduate,Own,1,13.0,32,Vehicle,10425,76.23,2.4476,0,2,3,1,6,9.523397750759193,12.903358748919691,4,1,0,1,1,3,30.0,B — Low Risk,0
LN001179,45,12452,100257,48,16.09,0,775,Salaried,Graduate,Rented,2,45.1,40,Medical,2846,22.86,0.671,0,2,0,2,4,9.429716836721148,11.515502142483678,1,0,0,1,0,1,12.6,A — Very Low Risk,0
LN001180,40,56993,26303,72,17.4,2,648,Salaried,Graduate,Rented,2,55.3,189,Education,591,1.04,0.0385,0,2,0,2,2,10.950701278118238,10.177476297855906,3,0,0,1,1,3,18.1,A — Very Low Risk,0
LN001181,54,28893,80571,24,17.5,0,333,Salaried,Under-Graduate,Family,3,13.5,172,Wedding,4003,13.85,0.2324,0,2,3,0,7,10.271389240089327,11.296906473598314,4,0,0,1,0,1,18.1,A — Very Low Risk,0
LN001182,31,28582,224514,48,17.67,2,319,Business,Post-Graduate,Own,2,78.4,140,Vehicle,6556,22.94,0.6546,0,0,1,1,6,10.260567414484496,12.32169779907718,4,0,0,1,0,3,16.5,A — Very Low Risk,0
LN001183,22,27537,435318,48,26.72,1,779,Business,Under-Graduate,Rented,2,39.1,208,Debt Consolidation,14855,53.95,1.3174,0,0,3,2,1,10.223322148004318,12.98383437464665,1,0,0,1,0,2,23.4,B — Low Risk,0
LN001184,35,14995,47647,24,23.57,2,521,Salaried,Graduate,Rented,1,3.5,78,Personal,2509,16.73,0.2648,0,2,0,2,5,9.615538777855802,10.771595935483736,4,0,0,1,0,3,9.8,A — Very Low Risk,0
LN001185,39,21618,85998,48,24.36,0,319,Salaried,Graduate,Rented,3,36.2,11,Wedding,2821,13.05,0.3315,1,2,0,2,7,9.981327836654465,11.362090947261063,4,0,0,1,0,1,50.5,D — High Risk,1
LN001186,36,47897,56317,24,19.13,1,307,Business,Graduate,Own,2,92.8,113,Personal,2842,5.93,0.098,0,0,0,1,5,10.776829028873854,10.938769478837743,4,0,1,1,0,3,15.6,A — Very Low Risk,0
LN001187,54,22161,382495,84,13.91,2,509,Freelancer,Graduate,Rented,2,65.5,119,Wedding,7149,32.26,1.4383,0,1,0,2,7,10.006134389496271,12.854473474677707,4,0,0,1,1,3,16.1,A — Very Low Risk,0
LN001188,54,14359,58347,60,10.72,0,832,Salaried,Graduate,Rented,4,47.9,282,Debt Consolidation,1260,8.77,0.3386,1,2,0,2,1,9.572201842602215,10.974180361206104,0,0,0,1,0,1,50.0,D — High Risk,1
LN001189,51,19641,60359,72,19.33,0,547,Salaried,Under-Graduate,Rented,0,48.9,144,Wedding,1422,7.24,0.2561,0,2,3,2,7,9.885425409717719,11.008081912881785,4,0,0,0,1,0,4.7,A — Very Low Risk,0
LN001190,30,45663,242775,72,11.07,3,827,Business,Graduate,Own,5,14.5,188,Business,4630,10.14,0.4431,1,0,0,1,0,10.729065520276563,12.399894486494334,0,0,0,1,1,4,78.2,E — Very High Risk,1
LN001191,40,43258,40331,84,8.57,1,640,Self-Employed,Professional,Family,0,29.7,179,Business,640,1.48,0.0777,0,3,2,0,0,10.674960583197336,10.604900477513105,3,0,0,0,1,1,6.8,A — Very Low Risk,0
LN001192,37,38582,292950,36,25.94,2,809,Salaried,Under-Graduate,Rented,2,69.9,101,Business,11794,30.57,0.6327,0,2,3,2,0,10.560567043934196,12.58776063851891,0,0,0,1,0,3,18.0,A — Very Low Risk,0
LN001193,59,32319,86453,84,26.58,4,531,Salaried,Post-Graduate,Own,5,79.8,85,Personal,2276,7.04,0.2229,0,2,1,1,5,10.383441512635033,11.36736775956099,4,0,0,1,1,4,68.2,E — Very High Risk,1
LN001194,36,22912,73300,24,16.85,2,806,Self-Employed,Post-Graduate,Own,2,44.1,113,Vehicle,3619,15.8,0.2666,1,3,1,1,6,10.039459714059342,11.202329530346486,0,0,0,1,0,3,19.0,A — Very Low Risk,0
LN001195,48,28251,253396,84,23.52,0,327,Business,Graduate,Rented,0,30.0,168,Personal,6176,21.86,0.7475,0,0,0,2,5,10.248919530528813,12.442712707809354,4,0,0,0,1,0,4.8,A — Very Low Risk,0
LN001196,24,28889,155787,72,24.85,2,301,Salaried,Post-Graduate,Family,0,3.4,101,Vehicle,4182,14.48,0.4494,0,2,1,0,6,10.27125079346028,11.956251387629603,4,0,0,0,1,2,2.8,A — Very Low Risk,0
LN001197,27,22332,225028,48,20.88,0,587,Salaried,Graduate,Rented,2,71.3,18,Education,6954,31.14,0.8397,0,2,0,2,2,10.013820684220475,12.323984561769986,3,0,0,1,0,1,9.6,A — Very Low Risk,0
LN001198,41,37820,119607,24,18.87,2,370,Self-Employed,Graduate,Family,1,98.1,161,Home Improvement,6022,15.92,0.2635,0,3,0,0,3,10.540619782899379,11.691975007893763,4,0,1,1,0,4,8.7,A — Very Low Risk,0
LN001199,35,33034,106977,12,18.38,0,718,Business,Under-Graduate,Rented,0,31.7,53,Debt Consolidation,9827,29.75,0.2699,0,0,3,2,1,10.405322884463986,11.580378484827293,2,0,0,0,0,0,5.9,A — Very Low Risk,0
LN001200,43,32263,60667,48,24.68,0,569,Self-Employed,Graduate,Rented,2,26.1,109,Vehicle,2001,6.2,0.1567,0,3,0,2,6,10.381707336553204,11.013171655171288,3,0,0,1,0,1,13.0,A — Very Low Risk,0
LN001201,21,20896,178518,84,20.77,1,304,Salaried,Graduate,Own,4,10.0,32,Medical,4047,19.37,0.7119,0,2,0,1,4,9.947360886980098,12.092450317114253,4,0,0,1,1,2,22.4,B — Low Risk,0
LN001202,24,28665,200571,72,17.37,1,493,Self-Employed,Post-Graduate,Own,3,98.9,181,Wedding,4503,15.71,0.5831,0,3,1,1,7,10.263467030483161,12.208928563511371,4,0,1,1,1,3,12.0,A — Very Low Risk,0
LN001203,35,9756,80617,60,9.59,1,319,Salaried,Graduate,Own,4,85.1,274,Wedding,1697,17.39,0.6886,0,2,0,1,7,9.18574025510795,11.297477228623425,4,0,1,1,0,3,24.4,B — Low Risk,0
LN001204,29,19285,65022,84,20.61,1,832,Salaried,Graduate,Rented,3,89.7,71,Home Improvement,1468,7.61,0.281,1,2,0,2,3,9.867134723070329,11.082496332442835,0,0,1,1,1,3,27.1,B — Low Risk,0
LN001205,62,29834,119429,48,18.99,1,362,Salaried,Graduate,Family,3,89.1,57,Home Improvement,3570,11.97,0.3336,1,2,0,0,3,10.303437479956182,11.690485704662473,4,0,1,1,0,3,21.4,B — Low Risk,0
LN001206,54,11106,630620,12,12.21,3,637,Self-Employed,Under-Graduate,Rented,5,83.2,97,Personal,56092,505.06,4.7318,1,3,3,2,5,9.31533081916712,13.354460327156119,3,1,1,1,0,6,87.2,E — Very High Risk,1
LN001207,35,15369,192795,72,19.71,0,450,Self-Employed,Graduate,Rented,0,35.8,169,Business,4586,29.84,1.0454,0,3,0,2,0,9.640172836532642,12.169387914055395,4,0,0,0,1,0,6.6,A — Very Low Risk,0
LN001208,54,12691,95895,84,12.05,4,654,Freelancer,Graduate,Own,4,90.1,196,Medical,1695,13.36,0.6297,1,1,0,1,4,9.448727152703086,11.471019549886936,2,0,1,1,1,5,71.4,E — Very High Risk,1
LN001209,49,21721,41174,36,12.91,4,460,Salaried,Graduate,Own,5,43.8,262,Personal,1386,6.38,0.158,0,2,0,1,5,9.986080850839981,10.62558655504584,4,0,0,1,0,4,67.1,E — Very High Risk,1
LN001210,53,18380,51801,48,13.06,0,485,Self-Employed,Post-Graduate,Own,0,17.3,21,Personal,1391,7.57,0.2349,0,3,1,1,5,9.819072801393764,10.855184037540836,4,0,0,0,0,0,4.9,A — Very Low Risk,0
LN001211,40,45751,153872,72,22.58,2,787,Salaried,Post-Graduate,Own,3,27.0,160,Education,3919,8.57,0.2803,0,2,1,1,2,10.730990785595152,11.94388286583933,0,0,0,1,1,3,25.4,B — Low Risk,0
LN001212,46,33116,345497,12,24.77,2,539,Business,Graduate,Rented,3,78.3,38,Business,32799,99.04,0.8694,0,0,0,2,0,10.407802024686461,12.752742133461096,4,1,0,1,0,4,39.9,C — Medium Risk,0
LN001213,49,27886,139521,36,17.13,4,450,Salaried,Professional,Family,2,27.8,279,Education,4983,17.87,0.4169,0,2,2,0,2,10.235915909400319,11.845977573902449,4,0,0,1,0,4,34.2,B — Low Risk,0
LN001214,44,53342,104664,60,17.04,3,726,Freelancer,Graduate,Rented,3,37.6,38,Education,2603,4.88,0.1635,1,1,0,2,2,10.884498039124058,11.558520052528621,1,0,0,1,0,4,55.0,D — High Risk,1
LN001215,59,46186,116391,12,26.09,1,824,Business,Under-Graduate,Own,4,51.3,268,Vehicle,11124,24.09,0.21,0,0,3,1,6,10.740453652192178,11.664719083395225,0,0,0,1,0,2,28.5,B — Low Risk,0
LN001216,50,34677,91708,36,21.4,0,524,Self-Employed,Graduate,Rented,2,36.6,210,Wedding,3474,10.02,0.2204,0,3,0,2,7,10.453860759104618,11.42637579955722,4,0,0,1,0,1,12.4,A — Very Low Risk,0
LN001217,37,38825,59493,60,8.92,1,603,Business,Graduate,Rented,0,1.3,114,Vehicle,1233,3.18,0.1277,0,0,0,2,6,10.56684540428532,10.993630746112858,3,0,0,0,0,1,6.1,A — Very Low Risk,0
LN001218,42,16593,138990,36,19.11,4,845,Self-Employed,Graduate,Rented,0,84.0,58,Wedding,5103,30.75,0.698,0,3,0,2,7,9.716796463224231,11.842164461815134,0,0,1,0,0,4,15.0,A — Very Low Risk,0
LN001219,53,23115,115280,36,16.88,2,769,Self-Employed,Graduate,Rented,0,99.3,190,Debt Consolidation,4103,17.75,0.4156,0,3,0,2,1,10.04828029743767,11.655127905167355,1,0,1,0,0,3,6.5,A — Very Low Risk,0
LN001220,25,17917,123424,84,16.58,0,766,Freelancer,Post-Graduate,Family,1,98.3,274,Business,2492,13.91,0.5741,0,1,1,0,0,9.793561073157523,11.723388963127064,1,0,1,1,1,2,6.8,A — Very Low Risk,0
LN001221,43,20621,126762,48,14.71,1,814,Self-Employed,Graduate,Rented,1,50.7,9,Wedding,3509,17.02,0.5123,0,3,0,2,7,9.93411374607789,11.750074480296655,0,0,0,1,0,2,12.7,A — Very Low Risk,0
LN001222,55,6602,64878,36,12.65,1,755,Salaried,Graduate,Rented,5,8.1,186,Business,2175,32.94,0.8189,1,2,0,2,0,8.79527937019457,11.080279275600228,1,0,0,1,0,2,54.2,D — High Risk,1
LN001223,55,41355,162669,36,27.13,1,652,Salaried,Post-Graduate,Family,5,90.2,198,Debt Consolidation,6652,16.09,0.3278,0,2,1,0,1,10.629972792706583,11.9994788877605,2,0,1,1,0,3,55.4,D — High Risk,1
LN001224,64,22778,298366,24,18.08,4,586,Business,Graduate,Own,5,3.5,292,Vehicle,14907,65.44,1.0916,0,0,0,1,6,10.033594337881343,12.606079551383907,3,1,0,1,0,5,84.0,E — Very High Risk,1
LN001225,49,31298,169285,72,21.32,1,611,Business,Post-Graduate,Own,2,35.9,5,Home Improvement,4185,13.37,0.4507,0,0,1,1,3,10.351341427136079,12.039344871258344,3,0,0,1,1,2,21.7,B — Low Risk,0
LN001226,61,25715,112064,36,15.53,3,692,Salaried,Under-Graduate,Own,2,56.2,230,Vehicle,3914,15.22,0.3632,0,2,3,1,6,10.154868645261578,11.62683433907801,2,0,0,1,0,4,26.8,B — Low Risk,0
LN001227,24,15372,137555,36,9.26,2,533,Salaried,Post-Graduate,Family,5,12.5,233,Medical,4391,28.56,0.7457,0,2,1,0,4,9.640368002912599,11.83178638590301,4,0,0,1,0,3,36.6,C — Medium Risk,0
LN001228,42,41185,125979,36,10.89,1,764,Salaried,Professional,Rented,2,80.8,152,Vehicle,4118,10.0,0.2549,1,2,2,2,6,10.625853671765293,11.74387844317592,1,0,1,1,0,3,18.4,A — Very Low Risk,0
LN001229,62,15881,98070,36,17.15,2,570,Salaried,Graduate,Own,5,92.4,106,Home Improvement,3504,22.06,0.5146,1,2,0,1,3,9.672941671455156,11.493446985132584,3,0,1,1,0,4,48.4,C — Medium Risk,0
LN001230,44,59281,82851,24,22.64,4,453,Self-Employed,Professional,Own,4,0.1,25,Medical,4324,7.29,0.1165,1,3,2,1,4,10.990060997592481,11.324811162575413,4,0,0,1,0,4,80.5,E — Very High Risk,1
LN001231,38,16653,75829,48,9.44,2,806,Salaried,Under-Graduate,Own,5,63.2,291,Business,1903,11.43,0.3795,1,2,3,1,0,9.720405706795765,11.236249271694982,0,0,0,1,0,3,71.5,E — Very High Risk,1
LN001232,51,15393,125072,36,21.8,2,729,Salaried,Under-Graduate,Family,1,17.6,252,Debt Consolidation,4764,30.95,0.6771,0,2,3,0,1,9.641733102094262,11.736652845822801,1,0,0,1,0,3,10.7,A — Very Low Risk,0
LN001233,43,30037,220560,24,17.33,1,414,Salaried,Under-Graduate,Own,1,67.8,18,Business,10940,36.42,0.6119,0,2,3,1,0,10.310218525765526,12.303929579601075,4,0,0,1,0,2,8.8,A — Very Low Risk,0
LN001234,31,24313,117354,60,18.94,4,395,Salaried,Graduate,Rented,2,15.6,253,Business,3040,12.5,0.4022,0,2,0,2,0,10.098807595115739,11.672958807955641,4,0,0,1,0,4,38.6,C — Medium Risk,0
LN001235,44,56632,37702,60,17.47,0,833,Business,Graduate,Own,5,12.9,99,Education,947,1.67,0.0555,0,0,0,1,2,10.944347133159408,10.53749494586695,0,0,0,1,0,1,29.5,B — Low Risk,0
LN001236,33,28646,45238,24,20.68,0,659,Freelancer,Post-Graduate,Own,2,30.3,43,Education,2317,8.09,0.1316,0,1,1,1,2,10.262804004618312,10.719714825653304,2,0,0,1,0,1,11.8,A — Very Low Risk,0
LN001237,25,41796,97951,12,16.92,2,707,Self-Employed,Graduate,Own,5,1.1,177,Education,8930,21.37,0.1953,1,3,0,1,2,10.640579845602305,11.492232841745139,2,0,0,1,0,3,69.5,E — Very High Risk,1
LN001238,31,25204,74688,12,27.59,4,565,Salaried,Post-Graduate,Rented,5,40.9,56,Medical,7193,28.54,0.2469,1,2,1,2,4,10.13479766651673,11.2210881045883,3,0,0,1,0,4,83.6,E — Very High Risk,1
LN001239,41,24672,163186,84,25.84,4,708,Salaried,Professional,Rented,4,4.7,19,Personal,4219,17.1,0.5512,1,2,2,2,5,10.113464807318579,12.002652061476622,2,0,0,1,1,4,73.1,E — Very High Risk,1
LN001240,28,35082,146771,60,24.77,1,547,Self-Employed,Under-Graduate,Rented,2,51.5,263,Business,4288,12.22,0.3486,1,3,3,2,0,10.465471961643733,11.896635641275363,4,0,0,1,0,2,19.1,A — Very Low Risk,0
LN001241,27,38759,55110,36,21.06,1,818,Salaried,Under-Graduate,Rented,4,60.0,160,Debt Consolidation,2078,5.36,0.1185,0,2,3,2,1,10.565144066004702,10.91710461223978,0,0,0,1,0,2,42.1,C — Medium Risk,0
LN001242,45,47272,83148,36,17.01,4,573,Salaried,Post-Graduate,Rented,0,22.7,231,Business,2965,6.27,0.1466,0,2,1,2,0,10.763694586973367,11.328389458090546,3,0,0,0,0,3,7.5,A — Very Low Risk,0
LN001243,34,42489,45986,48,10.5,3,787,Salaried,Graduate,Rented,1,94.1,132,Education,1177,2.77,0.0902,0,2,0,2,2,10.657024033108858,10.736114026834217,0,0,1,1,0,5,14.3,A — Very Low Risk,0
LN001244,40,16762,142305,36,18.2,2,752,Salaried,Post-Graduate,Rented,0,62.6,106,Wedding,5159,30.78,0.7075,1,2,1,2,7,9.726929355631277,11.86573494763037,1,0,0,0,0,2,4.6,A — Very Low Risk,0
LN001245,27,41066,21596,12,19.1,1,479,Salaried,Under-Graduate,Rented,2,13.3,91,Home Improvement,1991,4.85,0.0438,0,2,3,2,3,10.622960158263622,9.980309695137413,4,0,0,1,0,2,10.9,A — Very Low Risk,0
LN001246,38,35982,243185,24,10.07,4,647,Business,Graduate,Rented,0,93.2,6,Wedding,11230,31.21,0.5632,0,0,0,2,7,10.490801883683998,12.401581861627701,3,0,1,0,0,4,21.5,B — Low Risk,0
LN001247,45,19828,284480,84,13.01,1,593,Salaried,Under-Graduate,Rented,1,14.3,264,Debt Consolidation,5177,26.11,1.1956,0,2,3,2,1,9.894900791598806,12.5584217464871,3,0,0,1,1,2,7.7,A — Very Low Risk,0
LN001248,34,33964,15911,36,25.76,0,320,Self-Employed,Graduate,Family,3,26.0,6,Education,639,1.88,0.039,1,3,0,0,2,10.433085861625402,9.674828820533808,4,0,0,1,0,1,74.4,E — Very High Risk,1
